,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
9121,Niger seed,2004,Kharif     ,Nagaland,800,880,1711.5,86672,168,1.11
2846,Arhar/Tur,2009,Rabi       ,Andhra Pradesh,24895,13266,711,3879138.9,4232.15,0.52
6967,Bajra,1999,Kharif     ,Tamil Nadu,177406,258774,922.8,18828098.78,47899.62,1.7384
11527,Dry chillies,2010,Whole Year ,Gujarat,7600,6900,1107.5,1262436,1824,0.956666667
8678,Bajra,2003,Kharif     ,Odisha,3270,1720,1648.2,323664.6,784.8,0.538333333
15498,Jowar,2017,Kharif     ,Gujarat,66986,93338,814.8,10546275.84,25454.68,1.416842105
8653,Gram,2003,Rabi       ,Nagaland,1500,2000,1709.8,148470,360,1.3475
11543,Other Cereals,2010,Kharif     ,Gujarat,8000,5200,1107.5,1328880,1920,0.632
4423,Cowpea(Lobia),2015,Rabi       ,Andhra Pradesh,8003,6569,940.7,1263753.73,2640.99,0.513
3988,Rice,2013,Kharif     ,Karnataka,1035111,3057894,1235.6,149563188.4,279479.97,2.792666667
14505,Rice,2015,Kharif     ,Nagaland,176790,427240,1308.3,27916908.9,58340.7,2.41
13686,Rice,2014,Kharif     ,Chhattisgarh,4035700,7977746,1274.7,609229272,1331781,1.92962963
3818,Small millets,2012,Rabi       ,Meghalaya,2805,2430,2945.3,422994,869.55,1.041428571
13439,Rice,2013,Kharif     ,Telangana,1166334,3768045,1348.7,168523599.7,314910.18,3.115555556
13457,other oilseeds,2013,Kharif     ,Telangana,3645,45575,1348.7,526666.05,984.15,8.973333333
11852,Small millets,2010,Kharif     ,Uttar Pradesh,8762,6290,742.6,1455455.82,2102.88,0.781666667
6525,Other Cereals,1998,Rabi       ,Maharashtra,20500,23400,1314.8,2025400,5945,1.0475
14047,Jowar,2014,Kharif     ,Uttar Pradesh,164407,162865,616.4,24818880.72,54254.31,1.097454545
4640,Sannhamp,2015,Whole Year ,Karnataka,113,27,1024.9,17843.83,37.29,0.233333333
3497,Rice,2011,Kharif     ,Karnataka,1117720,3218289,1178.986364,187240454.4,368847.6,2.702666667
17611,Sugarcane,2003,Whole Year ,Jammu and Kashmir,154,567,1430.3,15242.92,36.96,3.023333333
12760,Ragi,2012,Kharif     ,Maharashtra,124500,139000,1003.4,18774600,38595,1.117
5605,Sugarcane,2018,Whole Year ,Goa,888,35296,4406,144033.6,310.8,34.38
13583,Linseed,2013,Rabi       ,West Bengal,4315,1554,1939.9,623474.35,1165.05,0.367692308
14977,Ginger,2016,Whole Year ,Madhya Pradesh,23153.07,372640,1048.4,3548207.978,8103.5745,16.16854167
5799,Onion,2019,Rabi       ,Andhra Pradesh,12250,256890,899.2,2104060,4532.5,21.7675
14287,Rapeseed &Mustard,2015,Rabi       ,Gujarat,190152,276213,584.3,30026902.32,62750.16,1.463333333
13414,Ginger,2013,Rabi       ,Telangana,4,26,1348.7,577.96,1.08,6.5
19458,Sesamum,2011,Autumn     ,Odisha,4517,745,1346.2,756687.84,1490.61,0.182
2060,Onion,2006,Whole Year ,Assam,6870,16775,1774.9,877367.7,1511.4,2.384814815
10272,Rice,2007,Kharif     ,Himachal Pradesh,78571,121453,1095.4,10481371.4,12571.36,1.686363636
15766,Ragi,2017,Kharif     ,Nagaland,340,330,1722.1,53529.6,129.2,0.982857143
19608,Ragi,2016,Autumn     ,Odisha,14266,9107,1460.5,2186264.5,4993.1,0.594117647
6480,Potato,1998,Rabi       ,Himachal Pradesh,3251,28756,1381.6,321198.8,942.79,10.772
9907,Arhar/Tur,2006,Kharif     ,Nagaland,8500,10150,1362.5,1085535,1870,1.205
17477,Wheat,2001,Rabi       ,Delhi,26114,91660,611.9,2667022.82,6789.64,3.51
16994,Horse-gram,2019,Kharif     ,Nagaland,540,580,1593,92750.4,199.8,1.041818182
3477,Maize,2011,Summer     ,Karnataka,31494,106783,1178.986364,5275874.88,10393.02,3.159655172
18633,Barley,1999,Rabi       ,Sikkim,1140,1677,2678.5,120988.2,307.8,1.46
8895,Jute,2004,Kharif     ,Bihar,134450,1056205,1147.8,14566313,28234.5,7.890714286
10700,Sugarcane,2008,Kharif     ,Himachal Pradesh,2338,53068,1357.1,334427.52,210.42,15.18142857
6788,Other Kharif pulses,1999,Kharif     ,Karnataka,146895,43923,1203.8,15589966.35,39661.65,0.288076923
2315,Castor seed,2007,Kharif     ,Karnataka,23387,15682,1323.3,3119825.8,3741.92,0.6725
7201,Castor seed,2000,Kharif     ,Madhya Pradesh,3296,818,723.3,323568.32,856.96,0.365454545
2464,Sesamum,2007,Autumn     ,West Bengal,1093,692,2007.5,145806.2,174.88,0.640769231
5512,Rice,2018,Rabi       ,Puducherry,9048,30635,1693.9,1467585.6,3166.8,3.976666667
12072,Tobacco,2011,Whole Year ,Chhattisgarh,21,9,1302.7,3517.92,6.93,0.45
4373,Garlic,2014,Whole Year ,Tamil Nadu,449,2567,911.3,67781.04,148.17,2.711666667
17540,Cashewnut,2002,Whole Year ,Puducherry,184,140,1434.5875,17419.28,46,1.056666667
17957,Turmeric,2011,Rabi       ,Jammu and Kashmir,3,3,887.6,502.56,0.99,0.93
19415,Ragi,2010,Summer     ,Odisha,328,276,1291.9,54484.08,78.72,0.854285714
18959,Tobacco,2004,Whole Year ,Mizoram,468,317,2640.8,50703.12,98.28,0.688571429
6783,Moong(Green Gram),1999,Kharif     ,Karnataka,376358,130131,1203.8,39942874.54,101616.66,0.333333333
1028,Gram,2002,Kharif     ,Andhra Pradesh,37,45,648.1,3502.79,9.25,1.0075
4971,Rice,2016,Kharif     ,Karnataka,942025,2611754,1147.2,144365331.3,329708.75,2.529666667
18630,Soyabean,1998,Kharif     ,Sikkim,4020,2745,3183.8,397176,1165.8,0.64
14478,Arhar/Tur,2015,Kharif     ,Nagaland,3050,2750,1308.3,481625.5,1006.5,0.887272727
15084,Rice,2016,Rabi       ,Mizoram,394,872,2626.8,60380.5,137.9,2.21
11810,Groundnut,2010,Rabi       ,Tripura,327,338,2348.3,54317.97,78.48,1.035
11031,Sesamum,2009,Kharif     ,Chhattisgarh,19601,8647,956.9,3054227.82,3332.17,0.457777778
3445,Arecanut,2011,Whole Year ,Karnataka,216168,1750573,1178.986364,36212463.36,71335.44,8.221904762
3330,Groundnut,2011,Summer     ,Puducherry,21,38,1434.5875,3517.92,6.93,1.47
16004,Urad,2017,Kharif     ,West Bengal,67548,45383,1830,10634757.12,25668.24,0.582631579
6749,Potato,1999,Whole Year ,Himachal Pradesh,627,5395,1144.9,66543.51,169.29,5.58
6081,Moong(Green Gram),2019,Kharif     ,Tamil Nadu,22747,13049,910.1,3907024.72,8416.39,0.587407407
17557,Jowar,2002,Kharif     ,Uttar Pradesh,268145,244099,664,25385287.15,67036.25,1.096875
8403,Turmeric,2003,Whole Year ,Bihar,2789,2758,1353.9,276055.22,669.36,0.994782609
14571,Ragi,2015,Rabi       ,Telangana,178,110,747.9,28107.98,58.74,0.663333333
19509,Sugarcane,2012,Whole Year ,Goa,854,46055,3048.9,128783.2,264.74,47.765
15920,Tobacco,2017,Summer     ,Uttar Pradesh,929,2650,652.1,146261.76,353.02,2.893333333
7791,Cotton(lint),2001,Kharif     ,Punjab,607000,1307000,479.3,61992910,157820,1.896363636
6238,Arhar/Tur,1997,Kharif     ,Madhya Pradesh,346900,251800,1189.1,33014473,107539,0.696511628
8517,Urad,2003,Kharif     ,Haryana,2419,400,592.3,239432.62,580.56,0.042857143
9459,Gram,2005,Rabi       ,Madhya Pradesh,2534571,2374893,1032.7,303945754.3,532259.91,0.893333333
7948,Moong(Green Gram),2002,Rabi       ,Chhattisgarh,6822,1698,1001.4,645838.74,1705.5,0.249333333
5283,Groundnut,2017,Kharif     ,Karnataka,389994,429732,1111.7,61400655.36,148197.72,1.095
15099,Horse-gram,2016,Kharif     ,Nagaland,500,530,1959.8,76625,175,1.040909091
1122,Groundnut,2002,Kharif     ,Kerala,2422,1801,2511.2,229290.74,605.5,0.74
9625,Other Cereals,2005,Rabi       ,Uttarakhand,661,675,1353.3,79267.12,138.81,1.185714286
5616,Coconut ,2018,Whole Year ,Karnataka,610234,4321762000,1419.1,98979954.8,213581.9,7502.488
14058,Potato,2014,Rabi       ,Uttar Pradesh,575668,12986412,616.4,86902841.28,189970.44,21.62333333
11198,Maize,2009,Rabi       ,Nagaland,5000,7500,1225.9,779100,850,1.51
2198,Coconut ,2006,Whole Year ,West Bengal,25068,359065200,1631.4,3201434.28,5514.96,13259.37833
3391,Bajra,2011,Kharif     ,Andhra Pradesh,32415,47506,861.9,5430160.8,10696.95,1.221764706
5393,Other Cereals,2017,Rabi       ,Tamil Nadu,3352,4442,970.9,527738.88,1273.76,1.091538462
11971,Niger seed,2010,Kharif     ,West Bengal,3714,2529,1096,616932.54,891.36,0.555
6635,Rice,1998,Summer     ,Uttar Pradesh,5629,12643,743.4,556145.2,1632.41,2.015172414
276,Potato,1998,Whole Year ,Meghalaya,20753,201059,6552.7,2050396.4,6018.37,7.738571429
9679,Sunflower,2006,Rabi       ,Bihar,22828,30506,1052.8,2915363.88,5022.16,1.361538462
1813,Turmeric,2005,Whole Year ,Karnataka,6346,33891,1316.2,761012.32,1332.66,5.556363636
10489,Other Cereals,2007,Kharif     ,Uttarakhand,70087,81412,1924.3,9349605.8,11213.92,1.128181818
4581,Other Kharif pulses,2015,Kharif     ,Goa,171,128,2587.1,27002.61,56.43,0.735
5063,Sweet potato,2016,Whole Year ,Tamil Nadu,283,2623,912.4,43369.75,99.05,9.951052632
16968,Maize,2019,Rabi       ,Mizoram,493,765,2178.5,84677.68,182.41,1.645
9843,Jowar,2006,Kharif     ,Madhya Pradesh,530433,547937,1072.3,67741598.43,116695.26,1.091666667
12870,Cotton(lint),2012,Kharif     ,Tamil Nadu,117417,208517,706.8,17706483.6,36399.27,2.005555556
15474,Sannhamp,2017,Kharif     ,Chhattisgarh,1085,550,1124.5,170822.4,412.3,0.395555556
15887,Barley,2017,Rabi       ,Uttar Pradesh,143911,403155,652.1,22657347.84,54686.18,2.886486486
14122,Potato,2014,Winter     ,Jharkhand,21548,157894,1156.6,3252886.08,7110.84,7.390869565
12496,Safflower,2011,Rabi       ,West Bengal,422,362,1686.5,70693.44,139.26,0.822857143
17180,Rice,2019,Kharif     ,Tripura,15228,16175,2252.8,2615561.28,5634.36,1.06875
14595,Cowpea(Lobia),2015,Kharif     ,Tripura,4315,3356,2334.4,681381.65,1423.95,0.77625
287,Wheat,1998,Rabi       ,Meghalaya,4287,6998,6552.7,423555.6,1243.23,1.605
8250,Sunflower,2002,Kharif     ,Nagaland,2000,4000,1536.6,189340,500,1.81625
3965,Jowar,2013,Kharif     ,Karnataka,167856,238840,1235.6,24253513.44,45321.12,1.338636364
7876,Sunflower,2001,Kharif     ,Uttarakhand,47,46,1541.3,4800.11,12.22,0.666666667
14753,Sunflower,2015,Kharif     ,West Bengal,7225,9407,1717,1140899.75,2384.25,1.298125
3181,Other  Rabi pulses,2010,Rabi       ,Andhra Pradesh,5791,5023,1297,961943.01,1389.84,0.64
7996,Small millets,2002,Kharif     ,Gujarat,11800,3100,458.4,1117106,2950,0.294
551,Linseed,2000,Rabi       ,Assam,10206,5278,1965.5,1001923.02,2653.56,0.505238095
14634,Maize,2015,Summer     ,Uttar Pradesh,87544,161869,596.7,13824073.04,28889.52,1.851754386
9115,Jute,2004,Kharif     ,Nagaland,2000,12100,1711.5,216680,420,8.34
16790,Soyabean,2019,Kharif     ,Gujarat,100624,132661,1067.8,17283178.24,37230.88,1.314705882
6136,Castor seed,1997,Kharif     ,Andhra Pradesh,169600,42100,927.5,16140832,52576,0.241666667
4972,Rice,2016,Rabi       ,Karnataka,18686,49615,1147.2,2863629.5,6540.1,2.525333333
18609,Sesamum,2007,Kharif     ,Manipur,910,450,1435.7,121394,145.6,0.495
10843,Sesamum,2008,Kharif     ,Punjab,8300,2800,691.3,1187232,747,0.2775
16176,Onion,2018,Whole Year ,Haryana,32010,780150,533.2,5192022,11203.5,24.73863636
2808,Cashewnut,2009,Kharif     ,Puducherry,171,146,1434.5875,26645.22,29.07,0.903333333
6555,Sugarcane,1998,Whole Year ,Punjab,103000,6130000,588.6,10176400,29870,60.698
16655,Rice,2019,Kharif     ,Arunachal Pradesh,133500,244741,2433.3,22929960,49395,1.7792
16524,Gram,2018,Rabi       ,Uttar Pradesh,572383,727945,792.8,92840522.6,200334.05,1.325384615
18320,Linseed,2018,Rabi       ,Jammu and Kashmir,151,169,1016.3,24492.2,52.85,1.12
8044,Other Kharif pulses,2002,Kharif     ,Himachal Pradesh,5605,1940,890.8,530625.35,1401.25,0.364166667
15019,Maize,2016,Rabi       ,Maharashtra,344895,1084699,1151.1,52855158.75,120713.25,2.637857143
17273,Cotton(lint),2019,Kharif     ,West Bengal,305,590,1733.4,52386.8,112.85,1.18
16783,Ragi,2019,Kharif     ,Gujarat,11606,10010,1067.8,1993446.56,4294.22,0.83
12486,Other  Rabi pulses,2011,Rabi       ,West Bengal,295,124,1686.5,49418.4,97.35,0.433333333
8614,Dry chillies,2003,Whole Year ,Manipur,13390,7850,687.7,1325342.2,3213.6,0.543333333
6359,Sesamum,1998,Rabi       ,Andhra Pradesh,110700,28500,1048.3,10937160,32103,0.242
14199,Peas & beans (Pulses),2015,Rabi       ,Bihar,17035,17941,874,2689996.85,5621.55,1.041388889
10946,Other  Rabi pulses,2008,Rabi       ,Jammu and Kashmir,351,147,1390.1,50207.04,31.59,0.456666667
17496,Sesamum,2001,Kharif     ,Jammu and Kashmir,6249,2944,953.8,638210.37,1624.74,0.57
7401,Gram,2000,Rabi       ,Uttar Pradesh,833007,702718,874.4,81776297.19,216581.82,0.946231884
4932,Cotton(lint),2016,Rabi       ,Karnataka,24614,7868,1147.2,3772095.5,8614.9,0.343
10934,Urad,2008,Kharif     ,Uttarakhand,12152,8916,1363.7,1738222.08,1093.68,0.662307692
10740,Urad,2008,Rabi       ,Madhya Pradesh,5998,2028,895,857953.92,539.82,0.226470588
16626,Rice,2018,Summer     ,West Bengal,1279500,4615344,2012.6,207534900,447825,3.45952381
15990,Rice,2017,Autumn     ,West Bengal,249341,633542,1830,39256247.04,94749.58,2.45
2269,Turmeric,2007,Rabi       ,Puducherry,4,6,1434.5875,533.6,0.64,1.5
12115,Urad,2011,Summer     ,Gujarat,7000,4400,890.5,1172640,2310,0.79
9688,Cotton(lint),2006,Kharif     ,Chhattisgarh,97,164,1317.2,12387.87,21.34,1.506666667
17535,Wheat,2002,Rabi       ,Jammu and Kashmir,244157,401900,933.2,23114343.19,61039.25,1.465
10668,Sweet potato,2008,Whole Year ,Haryana,83,1500,715.6,11872.32,7.47,12.0625
10243,Sannhamp,2007,Whole Year ,Haryana,273,100,443.8,36418.2,43.68,0.070833333
10988,Rice,2009,Summer     ,Bihar,95682,176656,889.3,14909169.24,16265.94,1.492083333
18647,Soyabean,2000,Kharif     ,Sikkim,4150,3410,2504.8,407405.5,1079,0.795
14015,Cotton(lint),2014,Kharif     ,Tripura,904,1347,2015.7,136467.84,298.32,1.4725
15066,Turmeric,2016,Whole Year ,Manipur,2591,29892,2039.8,397070.75,906.85,11.78333333
13079,Coriander,2013,Rabi       ,Chhattisgarh,17,9,1418.3,2456.33,4.59,0.53
5173,Sweet potato,2017,Rabi       ,Puducherry,1,8,1582.4,157.44,0.38,8
18995,Rice,2008,Rabi       ,Mizoram,131,280,1912.1,18738.24,11.79,2.555
14722,Khesari,2015,Rabi       ,West Bengal,65422,58625,1717,10330788.02,21589.26,0.894375
3770,Cashewnut,2012,Whole Year ,Kerala,52086,37919,2187.6,7854568.8,16146.66,0.390714286
16363,Soyabean,2018,Kharif     ,Mizoram,1012,1752,1665.2,164146.4,354.2,1.465
16232,Masoor,2018,Rabi       ,Jharkhand,57262,50087,1222.7,9287896.4,20041.7,0.854166667
5391,Other  Rabi pulses,2017,Rabi       ,Tamil Nadu,10235,6758,970.9,1611398.4,3889.3,0.66
7280,Gram,2000,Rabi       ,Nagaland,1000,800,1631.8,98170,260,0.785
5298,Moong(Green Gram),2017,Summer     ,Karnataka,743,205,1111.7,116977.92,282.34,0.283333333
5329,Urad,2017,Rabi       ,Karnataka,3179,1418,1111.7,500501.76,1208.02,0.4825
12601,Groundnut,2012,Kharif     ,Gujarat,1219400,612000,460.6,183885520,378014,2.919130435
1309,Coconut ,2003,Whole Year ,Goa,25110,122220000,3011.6,2485387.8,6026.4,4867.38
8995,Moth,2004,Kharif     ,Gujarat,41000,14700,719.8,4441940,8610,0.413571429
18508,Sweet potato,2002,Whole Year ,Manipur,122,787,1743.7,11549.74,30.5,4.9025
7229,Arhar/Tur,2000,Kharif     ,Maharashtra,1096100,660300,1057.8,107604137,284986,0.5265625
3366,Linseed,2011,Rabi       ,Assam,7037,3981,1743.4,1178838.24,2322.21,0.536086957
6757,Wheat,1999,Rabi       ,Himachal Pradesh,370587,583300,1144.9,39330398.31,100058.49,1.5775
15495,Groundnut,2017,Kharif     ,Gujarat,1627275,3970876,814.8,256198176,618364.5,2.406451613
14379,Moong(Green Gram),2015,Kharif     ,Madhya Pradesh,194000,54181,1000.7,30634540,64020,0.310909091
17393,Maize,1999,Rabi       ,Andhra Pradesh,91938,381497,650.4,9757379.94,24823.26,4.394761905
15351,Other Kharif pulses,2016,Kharif     ,West Bengal,1066,695,1795.8,163364.5,373.1,0.562857143
14285,Potato,2015,Whole Year ,Gujarat,109188,2773080,584.3,17241877.08,36032.04,24.20928571
7759,Ginger,2001,Kharif     ,Odisha,13040,25210,1672.5,1331775.2,3390.4,1.808666667
16504,Rice,2018,Summer     ,Tripura,70742,232551,2169.1,11474352.4,24759.7,3.0775
3716,Ginger,2012,Whole Year ,Karnataka,16513,526093,956.2,2490160.4,5119.03,31.67157895
12790,Potato,2012,Whole Year ,Manipur,15000,127000,1176.7,2262000,4650,8.478888889
18960,Urad,2004,Kharif     ,Mizoram,16,18,2640.8,1733.44,3.36,1.13
18398,Maize,1997,Kharif     ,Manipur,6,23,2053.3,571.02,1.86,4.25
6989,Rapeseed &Mustard,1999,Rabi       ,Tamil Nadu,631,152,922.8,66968.03,170.37,0.206666667
18329,Other Cereals,2018,Kharif     ,Jammu and Kashmir,92,103,1016.3,14922.4,32.2,2.506
18196,Rapeseed &Mustard,2015,Rabi       ,Jammu and Kashmir,50594,31026,1572.6,7989298.54,16696.02,0.583
13076,Barley,2013,Rabi       ,Chhattisgarh,2702,2441,1418.3,390411.98,729.54,1.097272727
7362,Bajra,2000,Kharif     ,Tamil Nadu,199655,303245,971.1,19600131.35,51910.3,1.5484
9278,Groundnut,2005,Kharif     ,Bihar,911,450,907.8,109247.12,191.31,0.495
6184,Maize,1997,Kharif     ,Bihar,375000,456375,1303.7,35688750,116250,1.260185185
7080,Dry chillies,2000,Whole Year ,Chhattisgarh,5434,1380,896.4,533455.78,1412.84,0.250625
13069,Sugarcane,2013,Whole Year ,Bihar,258068,12881781,1069.9,37288245.32,69678.36,51.20944444
10075,Horse-gram,2007,Kharif     ,Andhra Pradesh,7000,4000,1004.2,933800,1120,0.585
4008,Arhar/Tur,2013,Whole Year ,Kerala,888,1429,3255.4,128307.12,239.76,1.512
5790,Maize,2019,Kharif     ,Andhra Pradesh,95591,450932,899.2,16418710.16,35368.67,4.653076923
7171,Sugarcane,2000,Whole Year ,Haryana,143030,8170000,383.7,14041255.1,37187.8,49.43
18056,Sugarcane,2013,Whole Year ,Delhi,3,226,706.8,433.47,0.81,75.33
403,Jute,1999,Kharif     ,Meghalaya,4235,31781,6200.3,449460.55,1143.45,6.76
15006,Urad,2016,Kharif     ,Madhya Pradesh,1168000,1064000,1048.4,178996000,408800,0.914318182
9987,Groundnut,2006,Kharif     ,Uttar Pradesh,100483,72636,590.5,12832683.93,22106.26,0.7936
15296,Potato,2016,Rabi       ,Uttarakhand,5688,68184,1580.9,871686,1990.8,11.89615385
10698,Small millets,2008,Kharif     ,Himachal Pradesh,5890,4294,1357.1,842505.6,530.1,0.677142857
5540,Mesta,2018,Kharif     ,Assam,3287,19722,2372.9,533151.4,1150.45,5.711153846
2738,Ragi,2008,Whole Year ,Tamil Nadu,90079,169944,1201.9,12884900.16,8107.11,2.228928571
18309,Rice,2018,Kharif     ,Delhi,5848,16826,678.5,948545.6,2046.8,2.88
3669,Coconut ,2012,Whole Year ,Assam,20233,136640000,2167.5,3051136.4,6272.23,6245.638519
9632,Rice,2005,Summer     ,Uttarakhand,8971,42646,1353.3,1075802.32,1883.91,3.89
1731,Moong(Green Gram),2005,Rabi       ,Assam,7512,3428,2184.6,900839.04,1577.52,0.44037037
6961,Rice,1999,Kharif     ,Punjab,2604000,8716000,364.4,276362520,703080,3.332352941
3426,Rapeseed &Mustard,2011,Rabi       ,Andhra Pradesh,6617,16183,861.9,1108479.84,2183.61,2.444285714
16000,Soyabean,2017,Kharif     ,West Bengal,398,380,1830,62661.12,151.24,0.883333333
11814,Mesta,2010,Kharif     ,Tripura,792,6456,2348.3,131559.12,190.08,8.1575
2842,Urad,2009,Rabi       ,Puducherry,93,58,1434.5875,14491.26,15.81,0.52
6752,Sesamum,1999,Kharif     ,Himachal Pradesh,4056,2080,1144.9,430463.28,1095.12,0.415
3650,Soyabean,2012,Kharif     ,Andhra Pradesh,1317,2393,968.7,198603.6,408.27,1.793333333
5311,Rapeseed &Mustard,2017,Kharif     ,Karnataka,2340,390,1111.7,368409.6,889.2,0.152941176
7606,Bajra,2001,Kharif     ,Himachal Pradesh,110,57,918.1,11234.3,28.6,0.5975
4344,Peas & beans (Pulses),2014,Rabi       ,Meghalaya,2235,4280,3484.4,337395.6,737.55,1.743636364
18184,Moong(Green Gram),2015,Rabi       ,Jammu and Kashmir,3,1,1572.6,473.73,0.99,0.3
17585,Bajra,2003,Kharif     ,Himachal Pradesh,312,173,1112.6,30881.76,74.88,0.56
11829,Barley,2010,Rabi       ,Uttar Pradesh,162406,402239,742.6,26977260.66,38977.44,2.496805556
8916,Sannhamp,2004,Whole Year ,Bihar,4388,3532,1147.8,475395.92,921.48,0.832962963
9325,Horse-gram,2005,Rabi       ,Chhattisgarh,2860,790,1292.7,342971.2,600.6,0.279166667
7991,Ragi,2002,Kharif     ,Gujarat,24600,15900,458.4,2328882,6150,0.65
18806,Other Kharif pulses,2015,Kharif     ,Sikkim,2766,2698,2949.1,436779.06,912.78,0.9575
6439,Arhar/Tur,1998,Kharif     ,Haryana,14247,13500,687.6,1407603.6,4131.63,0.905789474
9080,Jowar,2004,Kharif     ,Maharashtra,1532900,1791800,1052,166074386,321909,1.129230769
3742,Ragi,2012,Kharif     ,Karnataka,603184,913852,956.2,90960147.2,186987.04,1.36952381
4524,Onion,2015,Whole Year ,Assam,8503,80339,2155.3,1342708.73,2805.99,6.916296296
18009,Wheat,2012,Rabi       ,Jammu and Kashmir,289964,462422,1116.7,43726571.2,89888.84,1.328461538
610,Mesta,2000,Kharif     ,Karnataka,4288,6666,1213.3,420952.96,1114.88,1.807142857
8334,Rice,2002,Kharif     ,Uttarakhand,271219,511526,1610.3,25676302.73,67804.75,1.461538462
13199,Arhar/Tur,2013,Kharif     ,Himachal Pradesh,71,23,1216.9,10258.79,19.17,0.346666667
19,Sesamum,1997,Whole Year ,Assam,15765,8257,2051.4,1500355.05,4887.15,0.487391304
15550,Sugarcane,2017,Whole Year ,Haryana,114900,9708800,417.1,18089856,43662,82.12473684
18131,Dry chillies,2014,Kharif     ,Puducherry,20,18,1330,3019.2,6.6,0.9
5809,Safflower,2019,Rabi       ,Andhra Pradesh,710,348,899.2,121949.6,262.7,0.475
10777,Cowpea(Lobia),2008,Kharif     ,Manipur,948,1019,1134.8,135601.92,85.32,1.128888889
10420,Maize,2007,Kharif     ,Tripura,2123,2125,2831.8,283208.2,339.68,0.995
14027,Peas & beans (Pulses),2014,Rabi       ,Tripura,2057,1731,2015.7,310524.72,678.81,0.84125
6660,Linseed,1999,Rabi       ,Bihar,43996,24687,1402.7,4669295.48,11878.92,0.565135135
6651,Dry chillies,1999,Whole Year ,Bihar,5504,5688,1402.7,584139.52,1486.08,1.091428571
14713,Coconut ,2015,Whole Year ,West Bengal,29513,373647500,1717,4660397.83,9739.29,12593.58421
7570,Rice,2001,Kharif     ,Gujarat,664000,1028700,666.5,67814320,172640,1.533571429
5601,Other  Rabi pulses,2018,Rabi       ,Goa,6033,6179,4406,978552.6,2111.55,1.17
17888,Peas & beans (Pulses),2009,Rabi       ,Jammu and Kashmir,908,994,751.7,141484.56,154.36,0.928333333
2512,Tapioca,2008,Rabi       ,Puducherry,1,29,1434.5875,143.04,0.09,29
13444,Small millets,2013,Kharif     ,Telangana,882,665,1348.7,127440.18,238.14,0.75
14636,Moong(Green Gram),2015,Kharif     ,Uttar Pradesh,45628,9894,596.7,7205117.48,15057.24,0.245
13478,Wheat,2013,Rabi       ,Tripura,150,300,2043.5,21673.5,40.5,1.93375
3279,Ginger,2010,Whole Year ,Kerala,6087.93,33197,3131.8,1011266.052,1461.1032,3.533571429
19534,Urad,2013,Autumn     ,Odisha,27587,8298,1632.4,3986045.63,7448.49,0.253888889
8645,Soyabean,2003,Kharif     ,Mizoram,1978,1963,2499.5,195782.44,474.72,1.085
8159,Linseed,2002,Rabi       ,Maharashtra,53600,11700,967.4,5074312,13400,0.266666667
18055,Rice,2013,Kharif     ,Delhi,6068,19768,706.8,876765.32,1638.36,3.26
15152,Banana,2016,Kharif     ,Telangana,1579,72995,942.6,241981.75,552.65,45.93
2810,Coriander,2009,Rabi       ,Puducherry,6,3,1434.5875,934.92,1.02,0.5
14120,Peas & beans (Pulses),2014,Rabi       ,Jharkhand,5571,5325,1156.6,840998.16,1838.43,0.9
9302,Sannhamp,2005,Whole Year ,Bihar,3191,2587,907.8,382664.72,670.11,0.773225806
12774,Urad,2012,Kharif     ,Maharashtra,360300,213600,1003.4,54333240,111693,0.5715625
7798,Moth,2001,Kharif     ,Punjab,300,300,479.3,30639,78,1
14499,Other Kharif pulses,2015,Kharif     ,Nagaland,10480,12740,1308.3,1654896.8,3458.4,1.199
4858,Onion,2016,Whole Year ,Assam,8266,81282,2296.8,1266764.5,2893.1,7.141111111
11972,Other  Rabi pulses,2010,Rabi       ,West Bengal,255,112,1096,42358.05,61.2,0.446666667
16954,Sunflower,2019,Rabi       ,Maharashtra,3411,1843,1555.8,585873.36,1262.07,0.499333333
2726,Cotton(lint),2008,Whole Year ,Tamil Nadu,114516,187673,1201.9,16380368.64,10306.44,1.797586207
12303,Tobacco,2011,Whole Year ,Mizoram,272,243,2439.340909,45565.44,89.76,0.9125
1997,Bajra,2006,Rabi       ,Andhra Pradesh,12081,6986,845.2,1542864.51,2657.82,0.824545455
13112,Rapeseed &Mustard,2013,Rabi       ,Chhattisgarh,47542,26999,1418.3,6869343.58,12836.34,0.546296296
18177,Ginger,2015,Kharif     ,Jammu and Kashmir,9,20,1572.6,1421.19,2.97,2.175
6878,Urad,1999,Kharif     ,Maharashtra,549000,269600,1166.5,58265370,148230,0.554848485
4426,Ginger,2015,Kharif     ,Andhra Pradesh,362,955,940.7,57163.42,119.46,2.802
7914,Rice,2002,Summer     ,Bihar,120354,197607,1105.8,11393913.18,30088.5,1.625517241
4231,Black pepper,2014,Whole Year ,Karnataka,32665,19188,1238.5,4931108.4,10779.45,0.58375
18483,Cotton(lint),2001,Kharif     ,Manipur,90,30,2013.1,9191.7,23.4,0.33
659,Tapioca,2000,Whole Year ,Kerala,114609,2586903,2412.6,11251165.53,29798.34,24.29642857
12678,Masoor,2012,Rabi       ,Himachal Pradesh,608,432,1035,91686.4,188.48,0.845555556
753,Turmeric,2000,Whole Year ,West Bengal,13885,22445,1907.7,1363090.45,3610.1,1.536111111
